1722352551.388280 server started (32330): version 3.4, socket /private/tmp/tmux-501/default, protocol 8
1722352551.388346 on Darwin 23.5.0 Darwin Kernel Version 23.5.0: Wed May  1 20:16:51 PDT 2024; root:xnu-10063.121.3~5/RELEASE_ARM64_T8103
1722352551.388360 using libevent 2.1.12-stable select
1722352551.388374 using utf8proc 2.9.0
1722352551.388382 using ncurses 6.5 20240427
1722352551.498472 client 0x150008600 IDENTIFY_LONGFLAGS 0x10000
1722352551.498475 peer 0x128008000 message 101
1722352551.498477 client 0x150008600 IDENTIFY_TERM xterm-256color
1722352551.498479 peer 0x128008000 message 109
1722352551.498482 client 0x150008600 IDENTIFY_FEATURES 
1722352551.498484 peer 0x128008000 message 102
1722352551.498486 client 0x150008600 IDENTIFY_TTYNAME 
1722352551.498488 peer 0x128008000 message 108
1722352551.498494 client 0x150008600 IDENTIFY_CWD /Users/mohammed
1722352551.498497 cmdq_next <global>: waiting
1722352551.498499 cmdq_next </dev/ttys007>: waiting
1722352551.498503 peer 0x128008000 message 104
1722352551.498506 client 0x150008600 IDENTIFY_STDIN 11
1722352551.498508 cmdq_next <global>: waiting
1722352551.498510 cmdq_next </dev/ttys007>: waiting
1722352551.498514 peer 0x128008000 message 110
1722352551.498516 client 0x150008600 IDENTIFY_STDOUT 12
1722352551.498518 peer 0x128008000 message 107
1722352551.498521 client 0x150008600 IDENTIFY_CLIENTPID 32356
1722352551.498523 peer 0x128008000 message 105
1722352551.498525 client 0x150008600 IDENTIFY_ENVIRON TERM_PROGRAM=WezTerm
1722352551.498528 peer 0x128008000 message 105
1722352551.498530 client 0x150008600 IDENTIFY_ENVIRON _P9K_TTY=/dev/ttys007
1722352551.498532 peer 0x128008000 message 105
1722352551.498535 client 0x150008600 IDENTIFY_ENVIRON SHELL=/bin/zsh
1722352551.498537 peer 0x128008000 message 105
1722352551.498539 client 0x150008600 IDENTIFY_ENVIRON TERM=xterm-256color
1722352551.498541 peer 0x128008000 message 105
1722352551.498544 client 0x150008600 IDENTIFY_ENVIRON HOMEBREW_REPOSITORY=/opt/homebrew
1722352551.498546 peer 0x128008000 message 105
1722352551.498549 client 0x150008600 IDENTIFY_ENVIRON TMPDIR=/var/folders/5z/yvn89f3n0n33nglxppwzhxvh0000gn/T/
1722352551.498551 peer 0x128008000 message 105
1722352551.498554 client 0x150008600 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=20240405-180910-cce0706b
1722352551.498556 peer 0x128008000 message 105
1722352551.498558 client 0x150008600 IDENTIFY_ENVIRON USER=mohammed
1722352551.498560 peer 0x128008000 message 105
1722352551.498563 client 0x150008600 IDENTIFY_ENVIRON COMMAND_MODE=unix2003
1722352551.498565 peer 0x128008000 message 105
1722352551.498568 client 0x150008600 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.Ow6Z8fodci/Listeners
1722352551.498570 peer 0x128008000 message 105
1722352551.498573 client 0x150008600 IDENTIFY_ENVIRON __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
1722352551.498575 peer 0x128008000 message 105
1722352551.498577 client 0x150008600 IDENTIFY_ENVIRON TMUX=/private/tmp/tmux-501/default,32330,-1
1722352551.498585 peer 0x128008000 message 105
1722352551.498587 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_EXECUTABLE_DIR=/Applications/WezTerm.app/Contents/MacOS
1722352551.498590 peer 0x128008000 message 105
1722352551.498594 client 0x150008600 IDENTIFY_ENVIRON PATH=/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin
1722352551.498596 peer 0x128008000 message 105
1722352551.498599 client 0x150008600 IDENTIFY_ENVIRON LaunchInstanceID=AE334E10-0DE8-4ECE-B39E-A9D9BD1BBE3B
1722352551.498601 peer 0x128008000 message 105
1722352551.498604 client 0x150008600 IDENTIFY_ENVIRON __CFBundleIdentifier=com.github.wez.wezterm
1722352551.498606 peer 0x128008000 message 105
1722352551.498608 client 0x150008600 IDENTIFY_ENVIRON PWD=/Users/mohammed
1722352551.498611 peer 0x128008000 message 105
1722352551.498613 client 0x150008600 IDENTIFY_ENVIRON JAVA_HOME=/Library/Java/JavaVirtualMachines/temurin-11.jdk/Contents/Home
1722352551.498616 peer 0x128008000 message 105
1722352551.498618 client 0x150008600 IDENTIFY_ENVIRON P9K_SSH=0
1722352551.498620 peer 0x128008000 message 105
1722352551.498623 client 0x150008600 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1722352551.498625 peer 0x128008000 message 105
1722352551.498628 client 0x150008600 IDENTIFY_ENVIRON P9K_TTY=old
1722352551.498630 peer 0x128008000 message 105
1722352551.498632 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_PANE=0
1722352551.498635 peer 0x128008000 message 105
1722352551.498637 client 0x150008600 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1722352551.498639 peer 0x128008000 message 105
1722352551.498642 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_UNIX_SOCKET=/Users/mohammed/.local/share/wezterm/gui-sock-28760
1722352551.498644 peer 0x128008000 message 105
1722352551.498646 client 0x150008600 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1722352551.498649 peer 0x128008000 message 105
1722352551.498651 client 0x150008600 IDENTIFY_ENVIRON HOME=/Users/mohammed
1722352551.498653 peer 0x128008000 message 105
1722352551.498656 client 0x150008600 IDENTIFY_ENVIRON SHLVL=3
1722352551.498658 peer 0x128008000 message 105
1722352551.498660 client 0x150008600 IDENTIFY_ENVIRON HOMEBREW_PREFIX=/opt/homebrew
1722352551.498662 peer 0x128008000 message 105
1722352551.498665 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_CONFIG_DIR=/Users/mohammed
1722352551.498667 peer 0x128008000 message 105
1722352551.498669 client 0x150008600 IDENTIFY_ENVIRON LOGNAME=mohammed
1722352551.498671 peer 0x128008000 message 105
1722352551.498674 client 0x150008600 IDENTIFY_ENVIRON HOMEBREW_CELLAR=/opt/homebrew/Cellar
1722352551.498676 peer 0x128008000 message 105
1722352551.498679 client 0x150008600 IDENTIFY_ENVIRON INFOPATH=/opt/homebrew/share/info:
1722352551.498681 peer 0x128008000 message 105
1722352551.498683 client 0x150008600 IDENTIFY_ENVIRON _P9K_SSH_TTY=/dev/ttys007
1722352551.498685 peer 0x128008000 message 105
1722352551.498688 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_EXECUTABLE=/Applications/WezTerm.app/Contents/MacOS/wezterm-gui
1722352551.498690 peer 0x128008000 message 105
1722352551.498693 client 0x150008600 IDENTIFY_ENVIRON SECURITYSESSIONID=186a3
1722352551.498695 peer 0x128008000 message 105
1722352551.498698 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_CONFIG_FILE=/Users/mohammed/.wezterm.lua
1722352551.498700 peer 0x128008000 message 105
1722352551.498702 client 0x150008600 IDENTIFY_ENVIRON COLORTERM=truecolor
1722352551.498704 peer 0x128008000 message 105
1722352551.498707 client 0x150008600 IDENTIFY_ENVIRON _=/opt/homebrew/bin/tmux
1722352551.498709 peer 0x128008000 message 106
1722352551.498711 client 0x150008600 name is client-32356
1722352551.498715 peer 0x128008000 message 200
1722352551.498717 cmd_unpack_argv: argv[0]=bind-key
1722352551.498719 cmd_unpack_argv: argv[1]=U
1722352551.498725 cmd_unpack_argv: argv[2]=run-shell
1722352551.498727 cmd_unpack_argv: argv[3]=/Users/mohammed/.tmux/plugins/tpm/bindings/update_plugins
1722352551.498730 cmd_parse_build_commands 0:0: bind-key
1722352551.498732 cmd_parse_build_commands 0:1: U
1722352551.498734 cmd_parse_build_commands 0:2: run-shell
1722352551.498736 cmd_parse_build_commands 0:3: /Users/mohammed/.tmux/plugins/tpm/bindings/update_plugins
1722352551.498740 args_parse_flags: next U
1722352551.498742 args_parse: flags end at 1 of 4
1722352551.498744 args_parse: 1 = U (type STRING)
1722352551.498747 args_parse: 2 = run-shell (type STRING)
1722352551.498749 args_parse: 3 = /Users/mohammed/.tmux/plugins/tpm/bindings/update_plugins (type STRING)
1722352551.498756 cmd_parse_build_commands: bind-key U run-shell /Users/mohammed/.tmux/plugins/tpm/bindings/update_plugins
1722352551.498760 cmdq_get_command: [bind-key/0x1477077c0] group 2870
1722352551.498762 cmdq_append <client-32356>: [bind-key/0x1477077c0]
1722352551.498765 cmdq_append <client-32356>: [server_client_command_done/0x1477078b0]
1722352551.498767 cmdq_next <global>: waiting
1722352551.498769 cmdq_next </dev/ttys007>: waiting
1722352551.498771 cmdq_next <client-32356>: enter
1722352551.498774 cmdq_next <client-32356>: [bind-key/0x1477077c0] (0), flags 0
1722352551.498776 cmd_find_best_session: 0 sessions to try
1722352551.498778 cmd_find_current_client: no target, return 0x0
1722352551.498780 cmd_find_best_session: 0 sessions to try
1722352551.498782 cmd_find_best_session: 0 sessions to try
1722352551.498785 cmd_parse_build_commands 0:0: run-shell
1722352551.498788 cmd_parse_build_commands 0:1: /Users/mohammed/.tmux/plugins/tpm/bindings/update_plugins
1722352551.498791 args_parse_flags: next /Users/mohammed/.tmux/plugins/tpm/bindings/update_plugins
1722352551.498793 args_parse: flags end at 1 of 2
1722352551.498796 args_parse: 1 = /Users/mohammed/.tmux/plugins/tpm/bindings/update_plugins (type STRING)
1722352551.498800 cmd_parse_build_commands: run-shell /Users/mohammed/.tmux/plugins/tpm/bindings/update_plugins
1722352551.498805 key_bindings_add: 0x55 U = run-shell /Users/mohammed/.tmux/plugins/tpm/bindings/update_plugins
1722352551.498808 cmd_find_best_session: 0 sessions to try
1722352551.498810 unref client 0x150008600 (3 references)
1722352551.498813 cmdq_next <client-32356>: [server_client_command_done/0x1477078b0] (1), flags 0
1722352551.498815 unref client 0x150008600 (2 references)
1722352551.498817 cmdq_next <client-32356>: exit (empty)
1722352551.498819 cmdq_next <global>: waiting
1722352551.498821 cmdq_next </dev/ttys007>: waiting
1722352551.498823 cmdq_next <client-32356>: empty
1722352551.498826 sending message 203 to peer 0x128008000 (4 bytes)
1722352551.498832 cmdq_next <global>: waiting
1722352551.498834 cmdq_next </dev/ttys007>: waiting
1722352551.498837 cmdq_next <client-32356>: empty
1722352551.498974 lost client 0x150008600
1722352551.498987 remove peer 0x128008000
1722352551.498991 unref client 0x150008600 (1 references)
1722352551.498994 free client 0x150008600 (0 references)
1722352551.498996 cmdq_next <global>: waiting
1722352551.498999 cmdq_next </dev/ttys007>: waiting
1722352551.501961 add peer 0x128008000: 10 (0x150008600)
1722352551.501967 new client 0x150008600
1722352551.501970 cmdq_next <global>: waiting
1722352551.501972 cmdq_next </dev/ttys007>: waiting
1722352551.501995 peer 0x128008000 message 100
1722352551.502001 client 0x150008600 IDENTIFY_FLAGS 0x10000
1722352551.502004 peer 0x128008000 message 111
1722352551.502007 client 0x150008600 IDENTIFY_LONGFLAGS 0x10000
1722352551.502009 peer 0x128008000 message 101
1722352551.502012 client 0x150008600 IDENTIFY_TERM xterm-256color
1722352551.502014 peer 0x128008000 message 109
1722352551.502016 client 0x150008600 IDENTIFY_FEATURES 
1722352551.502018 peer 0x128008000 message 102
1722352551.502021 client 0x150008600 IDENTIFY_TTYNAME 
1722352551.502023 peer 0x128008000 message 108
1722352551.502029 client 0x150008600 IDENTIFY_CWD /Users/mohammed
1722352551.502032 cmdq_next <global>: waiting
1722352551.502034 cmdq_next </dev/ttys007>: waiting
1722352551.502045 peer 0x128008000 message 104
1722352551.502047 client 0x150008600 IDENTIFY_STDIN 11
1722352551.502050 cmdq_next <global>: waiting
1722352551.502052 cmdq_next </dev/ttys007>: waiting
1722352551.502056 peer 0x128008000 message 110
1722352551.502059 client 0x150008600 IDENTIFY_STDOUT 12
1722352551.502061 peer 0x128008000 message 107
1722352551.502063 client 0x150008600 IDENTIFY_CLIENTPID 32359
1722352551.502065 peer 0x128008000 message 105
1722352551.502068 client 0x150008600 IDENTIFY_ENVIRON TERM_PROGRAM=WezTerm
1722352551.502070 peer 0x128008000 message 105
1722352551.502073 client 0x150008600 IDENTIFY_ENVIRON _P9K_TTY=/dev/ttys007
1722352551.502075 peer 0x128008000 message 105
1722352551.502078 client 0x150008600 IDENTIFY_ENVIRON SHELL=/bin/zsh
1722352551.502080 peer 0x128008000 message 105
1722352551.502083 client 0x150008600 IDENTIFY_ENVIRON TERM=xterm-256color
1722352551.502085 peer 0x128008000 message 105
1722352551.502088 client 0x150008600 IDENTIFY_ENVIRON HOMEBREW_REPOSITORY=/opt/homebrew
1722352551.502090 peer 0x128008000 message 105
1722352551.502093 client 0x150008600 IDENTIFY_ENVIRON TMPDIR=/var/folders/5z/yvn89f3n0n33nglxppwzhxvh0000gn/T/
1722352551.502095 peer 0x128008000 message 105
1722352551.502098 client 0x150008600 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=20240405-180910-cce0706b
1722352551.502100 peer 0x128008000 message 105
1722352551.502103 client 0x150008600 IDENTIFY_ENVIRON USER=mohammed
1722352551.502105 peer 0x128008000 message 105
1722352551.502107 client 0x150008600 IDENTIFY_ENVIRON COMMAND_MODE=unix2003
1722352551.502110 peer 0x128008000 message 105
1722352551.502112 client 0x150008600 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.Ow6Z8fodci/Listeners
1722352551.502115 peer 0x128008000 message 105
1722352551.502117 client 0x150008600 IDENTIFY_ENVIRON __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
1722352551.502120 peer 0x128008000 message 105
1722352551.502122 client 0x150008600 IDENTIFY_ENVIRON TMUX=/private/tmp/tmux-501/default,32330,-1
1722352551.502124 peer 0x128008000 message 105
1722352551.502127 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_EXECUTABLE_DIR=/Applications/WezTerm.app/Contents/MacOS
1722352551.502129 peer 0x128008000 message 105
1722352551.502134 client 0x150008600 IDENTIFY_ENVIRON PATH=/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin
1722352551.502136 peer 0x128008000 message 105
1722352551.502139 client 0x150008600 IDENTIFY_ENVIRON LaunchInstanceID=AE334E10-0DE8-4ECE-B39E-A9D9BD1BBE3B
1722352551.502141 peer 0x128008000 message 105
1722352551.502144 client 0x150008600 IDENTIFY_ENVIRON __CFBundleIdentifier=com.github.wez.wezterm
1722352551.502146 peer 0x128008000 message 105
1722352551.502149 client 0x150008600 IDENTIFY_ENVIRON PWD=/Users/mohammed
1722352551.502151 peer 0x128008000 message 105
1722352551.502153 client 0x150008600 IDENTIFY_ENVIRON JAVA_HOME=/Library/Java/JavaVirtualMachines/temurin-11.jdk/Contents/Home
1722352551.502156 peer 0x128008000 message 105
1722352551.502158 client 0x150008600 IDENTIFY_ENVIRON P9K_SSH=0
1722352551.502160 peer 0x128008000 message 105
1722352551.502163 client 0x150008600 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1722352551.502165 peer 0x128008000 message 105
1722352551.502168 client 0x150008600 IDENTIFY_ENVIRON P9K_TTY=old
1722352551.502170 peer 0x128008000 message 105
1722352551.502172 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_PANE=0
1722352551.502174 peer 0x128008000 message 105
1722352551.502177 client 0x150008600 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1722352551.502179 peer 0x128008000 message 105
1722352551.502182 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_UNIX_SOCKET=/Users/mohammed/.local/share/wezterm/gui-sock-28760
1722352551.502184 peer 0x128008000 message 105
1722352551.502186 client 0x150008600 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1722352551.502193 peer 0x128008000 message 105
1722352551.502196 client 0x150008600 IDENTIFY_ENVIRON HOME=/Users/mohammed
1722352551.502198 peer 0x128008000 message 105
1722352551.502201 client 0x150008600 IDENTIFY_ENVIRON SHLVL=3
1722352551.502203 peer 0x128008000 message 105
1722352551.502205 client 0x150008600 IDENTIFY_ENVIRON HOMEBREW_PREFIX=/opt/homebrew
1722352551.502208 peer 0x128008000 message 105
1722352551.502210 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_CONFIG_DIR=/Users/mohammed
1722352551.502212 peer 0x128008000 message 105
1722352551.502215 client 0x150008600 IDENTIFY_ENVIRON LOGNAME=mohammed
1722352551.502217 peer 0x128008000 message 105
1722352551.502220 client 0x150008600 IDENTIFY_ENVIRON HOMEBREW_CELLAR=/opt/homebrew/Cellar
1722352551.502222 peer 0x128008000 message 105
1722352551.502224 client 0x150008600 IDENTIFY_ENVIRON INFOPATH=/opt/homebrew/share/info:
1722352551.502226 peer 0x128008000 message 105
1722352551.502229 client 0x150008600 IDENTIFY_ENVIRON _P9K_SSH_TTY=/dev/ttys007
1722352551.502231 peer 0x128008000 message 105
1722352551.502234 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_EXECUTABLE=/Applications/WezTerm.app/Contents/MacOS/wezterm-gui
1722352551.502236 peer 0x128008000 message 105
1722352551.502239 client 0x150008600 IDENTIFY_ENVIRON SECURITYSESSIONID=186a3
1722352551.502241 peer 0x128008000 message 105
1722352551.502244 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_CONFIG_FILE=/Users/mohammed/.wezterm.lua
1722352551.502246 peer 0x128008000 message 105
1722352551.502248 client 0x150008600 IDENTIFY_ENVIRON COLORTERM=truecolor
1722352551.502251 peer 0x128008000 message 105
1722352551.502253 client 0x150008600 IDENTIFY_ENVIRON _=/opt/homebrew/bin/tmux
1722352551.502255 peer 0x128008000 message 106
1722352551.502258 client 0x150008600 name is client-32359
1722352551.502261 peer 0x128008000 message 200
1722352551.502264 cmd_unpack_argv: argv[0]=show-option
1722352551.502266 cmd_unpack_argv: argv[1]=-gqv
1722352551.502268 cmd_unpack_argv: argv[2]=@tpm-clean
1722352551.502271 cmd_parse_build_commands 0:0: show-option
1722352551.502273 cmd_parse_build_commands 0:1: -gqv
1722352551.502275 cmd_parse_build_commands 0:2: @tpm-clean
1722352551.502280 args_parse_flags: next -gqv
1722352551.502282 args_parse_flags: -g
1722352551.502284 args_parse_flags: -q
1722352551.502286 args_parse_flags: -v
1722352551.502288 args_parse_flags: next @tpm-clean
1722352551.502290 args_parse: flags end at 2 of 3
1722352551.502292 args_parse: 2 = @tpm-clean (type STRING)
1722352551.502297 cmd_parse_build_commands: show-options -gqv @tpm-clean
1722352551.502301 cmdq_get_command: [show-options/0x14760b460] group 2878
1722352551.502303 cmdq_append <client-32359>: [show-options/0x14760b460]
1722352551.502306 cmdq_append <client-32359>: [server_client_command_done/0x14760b5d0]
1722352551.502308 cmdq_next <global>: waiting
1722352551.502311 cmdq_next </dev/ttys007>: waiting
1722352551.502313 cmdq_next <client-32359>: enter
1722352551.502315 cmdq_next <client-32359>: [show-options/0x14760b460] (0), flags 0
1722352551.502318 cmd_find_best_session: 0 sessions to try
1722352551.502320 cmd_find_current_client: no target, return 0x0
1722352551.502322 cmd_find_best_session: 0 sessions to try
1722352551.502324 cmd_find_target: target none, type pane, item 0x14760b460, flags QUIET,CANFAIL
1722352551.502327 cmd_find_best_session: 0 sessions to try
1722352551.502329 cmd_find_target: error
1722352551.502331 format_defaults: c=none
1722352551.502333 format_defaults: s=none
1722352551.502335 format_defaults: wl=none
1722352551.502337 format_defaults: wp=none
1722352551.502340 format_expand1: expanding format: @tpm-clean
1722352551.502342 format_expand1: result is: @tpm-clean
1722352551.502344 unref client 0x150008600 (4 references)
1722352551.502348 cmd_find_best_session: 0 sessions to try
1722352551.502350 unref client 0x150008600 (3 references)
1722352551.502353 cmdq_next <client-32359>: [server_client_command_done/0x14760b5d0] (1), flags 0
1722352551.502355 unref client 0x150008600 (2 references)
1722352551.502357 cmdq_next <client-32359>: exit (empty)
1722352551.502363 cmdq_next <global>: waiting
1722352551.502365 cmdq_next </dev/ttys007>: waiting
1722352551.502367 cmdq_next <client-32359>: empty
1722352551.502370 sending message 203 to peer 0x128008000 (4 bytes)
1722352551.502376 cmdq_next <global>: waiting
1722352551.502378 cmdq_next </dev/ttys007>: waiting
1722352551.502380 cmdq_next <client-32359>: empty
1722352551.502509 lost client 0x150008600
1722352551.502522 remove peer 0x128008000
1722352551.502526 unref client 0x150008600 (1 references)
1722352551.502529 free client 0x150008600 (0 references)
1722352551.502532 cmdq_next <global>: waiting
1722352551.502534 cmdq_next </dev/ttys007>: waiting
1722352551.505365 add peer 0x128008000: 10 (0x150008600)
1722352551.505371 new client 0x150008600
1722352551.505373 cmdq_next <global>: waiting
1722352551.505376 cmdq_next </dev/ttys007>: waiting
1722352551.505385 peer 0x128008000 message 100
1722352551.505388 client 0x150008600 IDENTIFY_FLAGS 0x10000
1722352551.505391 peer 0x128008000 message 111
1722352551.505393 client 0x150008600 IDENTIFY_LONGFLAGS 0x10000
1722352551.505395 peer 0x128008000 message 101
1722352551.505398 client 0x150008600 IDENTIFY_TERM xterm-256color
1722352551.505400 peer 0x128008000 message 109
1722352551.505402 client 0x150008600 IDENTIFY_FEATURES 
1722352551.505404 peer 0x128008000 message 102
1722352551.505407 client 0x150008600 IDENTIFY_TTYNAME 
1722352551.505409 peer 0x128008000 message 108
1722352551.505415 client 0x150008600 IDENTIFY_CWD /Users/mohammed
1722352551.505418 cmdq_next <global>: waiting
1722352551.505420 cmdq_next </dev/ttys007>: waiting
1722352551.505424 peer 0x128008000 message 104
1722352551.505426 client 0x150008600 IDENTIFY_STDIN 11
1722352551.505428 cmdq_next <global>: waiting
1722352551.505431 cmdq_next </dev/ttys007>: waiting
1722352551.505435 peer 0x128008000 message 110
1722352551.505437 client 0x150008600 IDENTIFY_STDOUT 12
1722352551.505439 peer 0x128008000 message 107
1722352551.505441 client 0x150008600 IDENTIFY_CLIENTPID 32360
1722352551.505444 peer 0x128008000 message 105
1722352551.505446 client 0x150008600 IDENTIFY_ENVIRON TERM_PROGRAM=WezTerm
1722352551.505448 peer 0x128008000 message 105
1722352551.505451 client 0x150008600 IDENTIFY_ENVIRON _P9K_TTY=/dev/ttys007
1722352551.505453 peer 0x128008000 message 105
1722352551.505456 client 0x150008600 IDENTIFY_ENVIRON SHELL=/bin/zsh
1722352551.505458 peer 0x128008000 message 105
1722352551.505461 client 0x150008600 IDENTIFY_ENVIRON TERM=xterm-256color
1722352551.505463 peer 0x128008000 message 105
1722352551.505465 client 0x150008600 IDENTIFY_ENVIRON HOMEBREW_REPOSITORY=/opt/homebrew
1722352551.505468 peer 0x128008000 message 105
1722352551.505471 client 0x150008600 IDENTIFY_ENVIRON TMPDIR=/var/folders/5z/yvn89f3n0n33nglxppwzhxvh0000gn/T/
1722352551.505473 peer 0x128008000 message 105
1722352551.505475 client 0x150008600 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=20240405-180910-cce0706b
1722352551.505478 peer 0x128008000 message 105
1722352551.505480 client 0x150008600 IDENTIFY_ENVIRON USER=mohammed
1722352551.505482 peer 0x128008000 message 105
1722352551.505485 client 0x150008600 IDENTIFY_ENVIRON COMMAND_MODE=unix2003
1722352551.505487 peer 0x128008000 message 105
1722352551.505490 client 0x150008600 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.Ow6Z8fodci/Listeners
1722352551.505492 peer 0x128008000 message 105
1722352551.505495 client 0x150008600 IDENTIFY_ENVIRON __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
1722352551.505497 peer 0x128008000 message 105
1722352551.505499 client 0x150008600 IDENTIFY_ENVIRON TMUX=/private/tmp/tmux-501/default,32330,-1
1722352551.505502 peer 0x128008000 message 105
1722352551.505504 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_EXECUTABLE_DIR=/Applications/WezTerm.app/Contents/MacOS
1722352551.505507 peer 0x128008000 message 105
1722352551.505511 client 0x150008600 IDENTIFY_ENVIRON PATH=/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin
1722352551.505518 peer 0x128008000 message 105
1722352551.505521 client 0x150008600 IDENTIFY_ENVIRON LaunchInstanceID=AE334E10-0DE8-4ECE-B39E-A9D9BD1BBE3B
1722352551.505523 peer 0x128008000 message 105
1722352551.505526 client 0x150008600 IDENTIFY_ENVIRON __CFBundleIdentifier=com.github.wez.wezterm
1722352551.505528 peer 0x128008000 message 105
1722352551.505530 client 0x150008600 IDENTIFY_ENVIRON PWD=/Users/mohammed
1722352551.505533 peer 0x128008000 message 105
1722352551.505535 client 0x150008600 IDENTIFY_ENVIRON JAVA_HOME=/Library/Java/JavaVirtualMachines/temurin-11.jdk/Contents/Home
1722352551.505538 peer 0x128008000 message 105
1722352551.505540 client 0x150008600 IDENTIFY_ENVIRON P9K_SSH=0
1722352551.505542 peer 0x128008000 message 105
1722352551.505545 client 0x150008600 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1722352551.505547 peer 0x128008000 message 105
1722352551.505549 client 0x150008600 IDENTIFY_ENVIRON P9K_TTY=old
1722352551.505551 peer 0x128008000 message 105
1722352551.505554 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_PANE=0
1722352551.505556 peer 0x128008000 message 105
1722352551.505558 client 0x150008600 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1722352551.505560 peer 0x128008000 message 105
1722352551.505563 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_UNIX_SOCKET=/Users/mohammed/.local/share/wezterm/gui-sock-28760
1722352551.505565 peer 0x128008000 message 105
1722352551.505568 client 0x150008600 IDENTIFY_ENVIRON XPC_SERVICE_NAME=0
1722352551.505570 peer 0x128008000 message 105
1722352551.505572 client 0x150008600 IDENTIFY_ENVIRON HOME=/Users/mohammed
1722352551.505574 peer 0x128008000 message 105
1722352551.505577 client 0x150008600 IDENTIFY_ENVIRON SHLVL=3
1722352551.505579 peer 0x128008000 message 105
1722352551.505581 client 0x150008600 IDENTIFY_ENVIRON HOMEBREW_PREFIX=/opt/homebrew
1722352551.505583 peer 0x128008000 message 105
1722352551.505586 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_CONFIG_DIR=/Users/mohammed
1722352551.505588 peer 0x128008000 message 105
1722352551.505590 client 0x150008600 IDENTIFY_ENVIRON LOGNAME=mohammed
1722352551.505592 peer 0x128008000 message 105
1722352551.505595 client 0x150008600 IDENTIFY_ENVIRON HOMEBREW_CELLAR=/opt/homebrew/Cellar
1722352551.505597 peer 0x128008000 message 105
1722352551.505600 client 0x150008600 IDENTIFY_ENVIRON INFOPATH=/opt/homebrew/share/info:
1722352551.505602 peer 0x128008000 message 105
1722352551.505604 client 0x150008600 IDENTIFY_ENVIRON _P9K_SSH_TTY=/dev/ttys007
1722352551.505606 peer 0x128008000 message 105
1722352551.505609 client 0x150008600 IDENTIFY_ENVIRON WEZTERM_EXECUTABLE=/Applications/WezTerm.app/Contents/MacOS/wezterm-gui
1722352551.505611 peer 0x128008000 message 105
1722352551.505614 client 0x150008600 IDENTIFY_ENVIRON SECURITYSESSIONID=186a3
1722352551.505616 peer 0x128008000 message 105
